BTC/USD,buy,70893.7,0.02115316,market,2024-05-21T13:36:53.423709Z
BTC/USD,buy,70880.1,0.02531268,market,2024-05-21T13:36:55.870980Z
BTC/USD,buy,70880.1,0.001,market,2024-05-21T13:37:06.280523Z
BTC/USD,buy,70884.6,0.02215528,market,2024-05-21T13:37:06.280523Z
BTC/USD,sell,70880,0.00261701,market,2024-05-21T13:37:19.690138Z
BTC/USD,sell,70880,0.00635349,limit,2024-05-21T13:37:20.837833Z
BTC/USD,buy,70880.1,0.01303047,limit,2024-05-21T13:37:23.273641Z
BTC/USD,buy,70880.1,0.001,market,2024-05-21T13:37:32.735576Z
BTC/USD,buy,70880.1,0.001,market,2024-05-21T13:37:32.735576Z
BTC/USD,buy,70884.7,0.008,market,2024-05-21T13:37:32.735576Z
BTC/USD,sell,70884.6,0.0043418,limit,2024-05-21T13:37:37.211246Z
BTC/USD,buy,70884.7,0.013216,limit,2024-05-21T13:37:39.147399Z
BTC/USD,sell,70884.6,0.02466072,market,2024-05-21T13:37:41.226664Z
BTC/USD,sell,70884.6,0.23058159,market,2024-05-21T13:37:41.226664Z
BTC/USD,sell,70884.6,0.13926818,market,2024-05-21T13:37:41.226664Z
BTC/USD,sell,70884.6,0.04216407,market,2024-05-21T13:37:41.226664Z
BTC/USD,sell,70884.6,0.02278011,market,2024-05-21T13:37:41.226664Z
BTC/USD,sell,70884.6,0.05131716,market,2024-05-21T13:37:41.226664Z
BTC/USD,sell,70884.6,0.00332233,limit,2024-05-21T13:37:42.269482Z
BTC/USD,buy,70884.7,0.00028,limit,2024-05-21T13:37:51.459867Z
BTC/USD,buy,70884.7,0.0002615,limit,2024-05-21T13:38:01.294115Z
BTC/USD,sell,70884.6,0.02299357,market,2024-05-21T13:38:09.692353Z
BTC/USD,sell,70884.6,0.474,market,2024-05-21T13:38:09.692353Z
BTC/USD,sell,70884.6,0.07432082,market,2024-05-21T13:38:09.692353Z
BTC/USD,sell,70884.6,0.23243868,market,2024-05-21T13:38:09.692353Z
BTC/USD,sell,70884.6,0.1832405,market,2024-05-21T13:38:09.692353Z
BTC/USD,sell,70884.6,0.0000178,market,2024-05-21T13:38:09.692353Z
BTC/USD,sell,70884.6,0.0000822,market,2024-05-21T13:38:09.692353Z
BTC/USD,sell,70884.6,0.07283344,market,2024-05-21T13:38:09.692353Z
BTC/USD,sell,70884.6,0.00014295,limit,2024-05-21T13:38:12.338192Z
BTC/USD,sell,70884.6,0.00294693,limit,2024-05-21T13:38:12.370246Z
BTC/USD,sell,70884.6,0.00046206,limit,2024-05-21T13:38:12.384644Z
BTC/USD,sell,70884.6,0.00124099,limit,2024-05-21T13:38:12.437451Z
BTC/USD,sell,70884.6,0.00038708,limit,2024-05-21T13:38:19.211655Z
BTC/USD,sell,70884.6,0.01618772,limit,2024-05-21T13:38:30.206205Z
BTC/USD,buy,70884.7,0.01,market,2024-05-21T13:38:32.680556Z
BTC/USD,buy,70884.7,0.00028,limit,2024-05-21T13:38:35.192297Z
BTC/USD,buy,70884.7,0.004,market,2024-05-21T13:38:40.465434Z
BTC/USD,buy,70884.7,0.00026408,limit,2024-05-21T13:38:46.971947Z
BTC/USD,buy,70884.7,0.00073592,limit,2024-05-21T13:39:04.069445Z
BTC/USD,buy,70884.7,0.001,limit,2024-05-21T13:39:04.069445Z
BTC/USD,buy,70884.7,0.01826408,limit,2024-05-21T13:39:04.069445Z
